sex,age,state,category,product,price,quantity,purchase_date,total
female,53,netherland,appliances,kettles,55.99,10,2016-06-06,559.9
female,41,france,appliances,freezers,120.00,4,2017-02-06,480
female,56,nigeria,computing,servers,250.00,1,2016-12-02,250
male,29,america,computing,mice,9.00,2,2019-10-30,18
male,18,spain,grocery,coffee,12.50,2,2018-09-22,25
female,77,america,gaming,fifa,35.00,9,2019-08-17,315
female,30,colombia,fashion,jewellery,135.80,3,2017-11-29,407.4
female,70,spain,appliances,lighting,100.00,3,2018-12-18,300
female,35,spain,gaming,fallout,99.99,4,2019-04-16,399.96
female,59,ireland,grocery,rice,85.00,4,2018-02-19,340
male,54,netherland,fashion,swimwear,75.35,3,2016-02-09,226.05
male,33,netherland,appliances,kettles,55.99,8,2017-05-02,447.92
male,39,colombia,health,drinks,7.00,7,2018-12-19,49
female,57,france,grocery,pasta,8.00,8,2018-05-25,64
female,42,colombia,fashion,shoes,75.99,5,2017-01-03,379.95
male,76,netherland,appliances,dryers,56.99,5,2019-05-30,284.95
male,65,france,grocery,pasta,8.00,3,2016-06-28,24
female,33,america,health,supplements,40.00,6,2017-10-23,240
male,36,nigeria,health,condoms,12.50,5,2018-08-05,62.5
female,29,nigeria,grocery,pasta,8.00,3,2017-12-18,24
female,39,ireland,grocery,water,3.00,6,2019-04-17,18
female,33,netherland,computing,scanners,170.00,5,2017-05-15,850
female,18,netherland,fashion,maternity,165.00,1,2018-12-15,165
male,42,ireland,fashion,swimwear,75.35,6,2016-08-27,452.1
female,32,france,health,drinks,7.00,3,2019-05-23,21
male,37,america,appliances,dishwashers,90.00,7,2016-06-29,630
male,37,france,fashion,bag,65.99,8,2016-07-24,527.92
female,28,america,appliances,freezers,120.00,5,2017-03-25,600
female,72,nigeria,grocery,rice,85.00,3,2017-02-14,255
female,19,colombia,appliances,lighting,100.00,2,2017-07-27,200
male,65,colombia,computing,keyboards,40.00,2,2018-07-17,80
male,78,america,gaming,fifa,35.00,4,2019-03-28,140
female,21,netherland,computing,scanners,170.00,4,2016-08-16,680
male,46,france,grocery,water,3.00,8,2019-09-06,24
female,71,nigeria,computing,monitors,95.00,10,2016-08-24,950
male,51,ireland,appliances,lighting,100.00,8,2017-10-02,800
female,35,netherland,gaming,battlefield,40.00,8,2017-10-25,320
male,41,netherland,appliances,kettles,55.99,6,2019-08-17,335.94
female,74,netherland,computing,monitors,95.00,5,2016-11-20,475
female,63,france,computing,monitors,95.00,8,2019-08-09,760
male,75,ireland,computing,printers,135.50,1,2016-03-11,135.5
male,64,america,fashion,wallet,17.35,7,2018-11-10,121.45
female,30,ireland,gaming,cod,45.00,2,2016-11-08,90
female,24,france,gaming,fallout,99.99,5,2016-11-28,499.95
female,68,colombia,health,drinks,7.00,2,2018-08-28,14
female,60,ireland,computing,mice,9.00,9,2017-12-07,81
female,52,netherland,health,pastes,27.50,8,2017-05-13,220
female,30,ireland,fashion,jewellery,135.80,9,2016-12-12,1222.2
female,32,france,fashion,bag,65.99,4,2016-08-30,263.96
female,29,colombia,fashion,maternity,165.00,3,2016-09-28,495
female,35,netherland,gaming,gta,35.00,3,2018-12-11,105
female,39,spain,gaming,battlefield,40.00,7,2018-02-16,280
male,41,france,health,condoms,12.50,3,2016-08-18,37.5
male,69,spain,gaming,fifa,35.00,5,2019-06-16,175
female,32,colombia,appliances,dryers,56.99,10,2017-04-27,569.9
male,46,america,grocery,pasta,8.00,2,2016-03-13,16
female,36,nigeria,computing,mice,9.00,1,2018-03-02,9
male,54,america,fashion,jewellery,135.80,8,2017-07-13,1086.4
female,77,colombia,fashion,jewellery,135.80,9,2018-05-06,1222.2
female,40,france,gaming,battlefield,40.00,5,2019-06-30,200
male,72,spain,grocery,noodles,13.00,3,2019-07-01,39
female,29,france,gaming,fallout,99.99,4,2016-08-09,399.96
male,69,netherland,health,drinks,7.00,2,2016-05-03,14
male,69,ireland,appliances,dryers,56.99,3,2018-09-17,170.97
male,72,netherland,computing,printers,135.50,2,2017-09-21,271
female,73,netherland,appliances,dishwashers,90.00,5,2018-05-24,450
female,52,france,gaming,battlefield,40.00,2,2019-12-21,80
male,35,america,fashion,wallet,17.35,2,2019-07-13,34.7
female,64,america,computing,ups,140.35,5,2018-01-22,701.75
female,45,ireland,health,vitamins,35.00,9,2018-06-26,315
male,67,france,computing,printers,135.50,4,2019-12-30,542
female,26,netherland,health,drinks,7.00,1,2017-04-12,7
male,36,ireland,computing,ups,140.35,7,2018-11-10,982.45
female,33,nigeria,fashion,wallet,17.35,3,2019-04-17,52.05
female,64,nigeria,appliances,lighting,100.00,9,2016-07-16,900
male,73,america,grocery,noodles,13.00,3,2019-08-13,39
male,55,france,grocery,pasta,8.00,3,2018-01-13,24
male,35,spain,appliances,dishwashers,90.00,8,2019-06-08,720
male,16,ireland,health,perfume,90.00,3,2018-02-07,270
female,79,netherland,fashion,bag,65.99,6,2016-11-27,395.94
male,36,netherland,appliances,lighting,100.00,10,2019-08-18,1000
female,46,colombia,computing,monitors,95.00,9,2019-06-10,855
female,25,america,appliances,dishwashers,90.00,7,2018-11-21,630
female,24,ireland,computing,scanners,170.00,2,2019-05-09,340
female,35,france,fashion,jewellery,135.80,7,2017-07-21,950.6
male,45,netherland,computing,servers,250.00,6,2018-10-06,1500
male,79,america,appliances,kettles,55.99,10,2019-03-08,559.9
female,18,france,health,drinks,7.00,7,2017-12-27,49
female,52,france,fashion,shoes,75.99,2,2017-02-18,151.98
female,77,nigeria,health,vitamins,35.00,8,2018-02-15,280
female,19,colombia,appliances,lighting,100.00,5,2018-03-17,500
male,45,ireland,fashion,jewellery,135.80,5,2016-10-30,679
male,64,spain,computing,servers,250.00,7,2017-03-27,1750
male,32,ireland,gaming,uncharted,30.00,9,2019-11-03,270
male,67,spain,fashion,wallet,17.35,10,2019-06-02,173.5
male,27,france,gaming,cod,45.00,5,2019-10-29,225
male,75,america,appliances,lighting,100.00,3,2018-05-31,300
male,61,america,gaming,pes,35.00,3,2019-09-21,105
male,37,netherland,computing,keyboards,40.00,10,2016-05-05,400
female,59,netherland,health,pastes,27.50,3,2019-06-12,82.5
female,71,colombia,computing,scanners,170.00,7,2016-06-25,1190
female,80,netherland,grocery,noodles,13.00,9,2016-05-23,117
male,66,nigeria,gaming,uncharted,30.00,2,2017-11-27,60
male,35,america,computing,keyboards,40.00,1,2019-07-26,40
female,52,colombia,health,vitamins,35.00,5,2018-12-22,175
female,57,netherland,appliances,freezers,120.00,1,2017-08-25,120
male,51,france,computing,ups,140.35,3,2019-03-09,421.05
female,54,america,appliances,lighting,100.00,5,2018-03-21,500
female,73,colombia,appliances,dryers,56.99,6,2017-11-03,341.94
male,58,spain,health,supplements,40.00,6,2019-04-05,240
female,58,spain,fashion,jewellery,135.80,5,2016-05-01,679
female,75,spain,gaming,cod,45.00,9,2019-04-25,405
male,72,colombia,fashion,maternity,165.00,1,2018-11-20,165
female,27,colombia,computing,keyboards,40.00,1,2016-07-13,40
male,74,colombia,computing,printers,135.50,5,2018-10-24,677.5
male,47,spain,fashion,bag,65.99,1,2017-09-21,65.99
male,17,netherland,fashion,bag,65.99,8,2018-11-28,527.92
male,36,nigeria,computing,printers,135.50,1,2019-10-22,135.5
female,74,nigeria,gaming,pes,35.00,6,2017-12-07,210
female,55,nigeria,health,supplements,40.00,7,2019-08-02,280
male,34,colombia,appliances,freezers,120.00,8,2017-03-26,960
male,22,france,fashion,jewellery,135.80,4,2018-07-08,543.2
female,34,nigeria,health,supplements,40.00,5,2018-09-05,200
male,19,nigeria,computing,monitors,95.00,1,2016-09-12,95
male,54,spain,computing,mice,9.00,1,2017-06-28,9
female,67,colombia,appliances,kettles,55.99,7,2019-03-30,391.93
male,41,france,health,condoms,12.50,3,2018-12-27,37.5
male,80,nigeria,appliances,kettles,55.99,7,2018-06-28,391.93
female,31,nigeria,appliances,freezers,120.00,6,2018-08-17,720
female,29,colombia,grocery,rice,85.00,5,2017-12-28,425
male,63,ireland,grocery,coffee,12.50,10,2018-09-22,125
male,41,ireland,gaming,cod,45.00,7,2017-10-23,315
female,75,netherland,gaming,fifa,35.00,1,2018-09-16,35
female,43,netherland,appliances,dishwashers,90.00,10,2019-03-20,900
female,78,spain,health,drinks,7.00,4,2016-07-03,28
female,36,netherland,fashion,wallet,17.35,7,2016-08-04,121.45
male,45,france,appliances,freezers,120.00,2,2019-12-14,240
male,21,colombia,health,drinks,7.00,1,2016-02-17,7
female,34,nigeria,grocery,pasta,8.00,9,2016-08-18,72
male,46,france,computing,ups,140.35,3,2019-04-18,421.05
female,79,nigeria,appliances,kettles,55.99,8,2017-02-10,447.92
male,16,netherland,grocery,pasta,8.00,7,2017-08-09,56
male,29,france,computing,keyboards,40.00,9,2019-12-10,360
male,55,america,appliances,dishwashers,90.00,9,2019-09-28,810
male,75,netherland,appliances,kettles,55.99,2,2019-06-20,111.98
female,79,ireland,appliances,dryers,56.99,7,2016-02-25,398.93
female,67,ireland,grocery,rice,85.00,4,2017-01-21,340
male,16,france,fashion,jewellery,135.80,7,2016-08-31,950.6
male,60,nigeria,health,supplements,40.00,5,2017-05-09,200
female,23,america,appliances,dishwashers,90.00,6,2019-08-29,540
male,18,france,grocery,water,3.00,10,2018-12-19,30
male,45,netherland,computing,mice,9.00,6,2018-07-03,54
male,80,america,gaming,cod,45.00,6,2016-01-10,270
male,72,nigeria,fashion,maternity,165.00,2,2016-07-22,330
male,70,america,computing,mice,9.00,8,2016-01-27,72
female,77,nigeria,health,perfume,90.00,5,2017-07-12,450
female,66,france,grocery,rice,85.00,1,2017-08-04,85
male,74,ireland,grocery,pasta,8.00,3,2018-06-08,24
female,57,america,computing,keyboards,40.00,4,2019-05-27,160
male,51,america,grocery,pasta,8.00,7,2018-12-19,56
male,80,colombia,gaming,pes,35.00,6,2019-10-16,210
female,54,nigeria,health,condoms,12.50,10,2016-02-02,125
male,22,ireland,grocery,coffee,12.50,7,2018-08-21,87.5
female,38,ireland,computing,ups,140.35,8,2016-04-30,1122.8
male,53,netherland,grocery,pasta,8.00,1,2016-12-25,8
male,55,colombia,gaming,pes,35.00,2,2016-09-02,70
female,55,netherland,gaming,fallout,99.99,1,2018-12-18,99.99
male,65,netherland,appliances,dishwashers,90.00,3,2017-01-31,270
female,20,ireland,fashion,wallet,17.35,6,2019-06-09,104.1
female,57,france,gaming,fifa,35.00,8,2017-09-10,280
female,61,ireland,fashion,jewellery,135.80,9,2019-06-17,1222.2
female,72,colombia,fashion,shoes,75.99,6,2019-06-08,455.94
female,39,nigeria,computing,mice,9.00,9,2016-01-27,81
male,37,ireland,fashion,jewellery,135.80,3,2017-09-02,407.4
male,65,colombia,appliances,lighting,100.00,3,2018-11-03,300
male,37,ireland,appliances,dryers,56.99,8,2016-07-29,455.92
male,80,netherland,grocery,water,3.00,5,2016-10-18,15
male,64,spain,health,condoms,12.50,10,2019-08-18,125
male,39,netherland,gaming,cod,45.00,7,2016-08-21,315
male,62,spain,computing,ups,140.35,5,2017-10-19,701.75
female,25,colombia,health,condoms,12.50,7,2016-12-23,87.5
male,75,france,gaming,gta,35.00,5,2018-04-06,175
male,61,spain,gaming,fallout,99.99,7,2018-12-13,699.93
male,53,america,appliances,freezers,120.00,5,2018-06-06,600
male,41,america,grocery,pasta,8.00,7,2016-01-30,56
female,32,colombia,appliances,lighting,100.00,7,2018-04-25,700
female,57,netherland,computing,printers,135.50,4,2016-03-02,542
male,32,america,health,pastes,27.50,5,2018-08-08,137.5
female,42,france,grocery,tea,10.00,10,2019-08-12,100
female,79,ireland,grocery,tea,10.00,1,2016-07-18,10
female,40,france,computing,keyboards,40.00,7,2016-01-12,280
male,37,colombia,health,pastes,27.50,3,2016-11-18,82.5
male,31,spain,grocery,coffee,12.50,3,2016-08-13,37.5
female,41,netherland,fashion,wallet,17.35,2,2018-12-19,34.7
male,30,nigeria,appliances,dryers,56.99,1,2016-03-01,56.99
male,18,spain,grocery,noodles,13.00,4,2019-10-16,52
female,67,spain,computing,ups,140.35,7,2019-06-02,982.45
female,76,ireland,grocery,juice,10.00,5,2018-01-12,50
female,34,america,gaming,cod,45.00,1,2019-11-19,45
male,26,nigeria,appliances,lighting,100.00,6,2016-07-10,600
female,44,america,grocery,noodles,13.00,9,2018-12-25,117
male,46,nigeria,fashion,wallet,17.35,6,2016-11-02,104.1
male,46,america,fashion,shoes,75.99,1,2016-02-28,75.99
male,44,ireland,appliances,dishwashers,90.00,9,2018-05-06,810
male,40,france,computing,printers,135.50,5,2016-09-23,677.5
male,32,ireland,fashion,maternity,165.00,5,2016-09-22,825
male,40,colombia,gaming,pes,35.00,9,2017-12-01,315
male,39,nigeria,grocery,rice,85.00,5,2019-12-05,425
female,54,france,computing,monitors,95.00,5,2019-01-22,475
female,27,america,grocery,coffee,12.50,4,2016-12-07,50
female,72,colombia,computing,ups,140.35,2,2016-02-25,280.7
female,17,nigeria,health,vitamins,35.00,8,2018-10-04,280
male,44,america,appliances,lighting,100.00,8,2019-03-21,800
female,31,netherland,health,condoms,12.50,9,2019-08-03,112.5
female,55,france,gaming,pes,35.00,9,2017-05-30,315
male,30,nigeria,gaming,fallout,99.99,6,2017-07-12,599.94
male,30,ireland,appliances,dishwashers,90.00,4,2017-05-30,360
female,23,nigeria,appliances,freezers,120.00,10,2017-11-23,1200
male,32,spain,fashion,bag,65.99,5,2016-10-01,329.95
female,39,france,appliances,dishwashers,90.00,2,2016-08-05,180
female,39,america,computing,servers,250.00,6,2016-06-13,1500
female,66,america,gaming,uncharted,30.00,7,2019-05-05,210
female,56,spain,gaming,cod,45.00,5,2018-03-05,225
male,44,netherland,computing,scanners,170.00,1,2018-12-21,170
female,29,spain,computing,monitors,95.00,7,2018-12-28,665
male,77,netherland,gaming,fallout,99.99,3,2019-07-02,299.97
male,55,ireland,fashion,shoes,75.99,4,2018-10-16,303.96
male,49,colombia,gaming,pes,35.00,7,2019-04-29,245
female,23,nigeria,appliances,lighting,100.00,4,2018-04-09,400
male,79,america,grocery,coffee,12.50,10,2017-04-29,125
female,61,nigeria,appliances,kettles,55.99,5,2016-09-08,279.95
male,63,colombia,health,vitamins,35.00,4,2019-12-12,140
male,44,america,gaming,gta,35.00,9,2019-08-17,315
female,52,america,computing,monitors,95.00,8,2019-07-07,760
male,18,colombia,computing,ups,140.35,7,2016-06-09,982.45
male,43,netherland,grocery,noodles,13.00,7,2018-07-08,91
male,59,netherland,computing,printers,135.50,5,2016-01-06,677.5
female,76,spain,appliances,freezers,120.00,6,2019-11-05,720
female,52,colombia,appliances,lighting,100.00,7,2016-09-13,700
male,41,ireland,computing,printers,135.50,8,2016-08-22,1084
female,28,nigeria,appliances,dishwashers,90.00,10,2017-05-29,900
female,75,spain,grocery,tea,10.00,2,2017-09-08,20
female,71,america,fashion,bag,65.99,8,2018-03-08,527.92
female,16,ireland,health,vitamins,35.00,2,2019-03-01,70
male,64,france,gaming,cod,45.00,7,2017-11-17,315
female,75,netherland,computing,servers,250.00,10,2016-06-12,2500
female,75,netherland,fashion,maternity,165.00,9,2019-05-04,1485
male,49,america,health,perfume,90.00,5,2016-04-24,450
male,53,france,grocery,juice,10.00,8,2017-09-06,80
male,75,ireland,computing,monitors,95.00,6,2016-08-24,570
male,63,spain,appliances,lighting,100.00,7,2018-02-12,700
female,57,colombia,fashion,bag,65.99,4,2018-07-21,263.96
female,72,netherland,fashion,swimwear,75.35,9,2019-01-01,678.15
female,65,spain,computing,servers,250.00,3,2018-02-05,750
female,25,nigeria,computing,mice,9.00,2,2019-10-16,18
male,23,america,appliances,kettles,55.99,4,2018-10-28,223.96
female,80,spain,gaming,fifa,35.00,4,2016-04-02,140
male,38,america,appliances,dryers,56.99,9,2016-10-12,512.91
male,45,ireland,fashion,swimwear,75.35,5,2019-11-30,376.75
female,20,nigeria,fashion,maternity,165.00,6,2017-06-20,990
male,61,nigeria,gaming,uncharted,30.00,8,2017-06-20,240
male,61,spain,appliances,lighting,100.00,7,2018-04-08,700
male,55,america,health,condoms,12.50,8,2016-08-12,100
female,58,america,computing,monitors,95.00,7,2017-07-08,665
female,64,ireland,fashion,shoes,75.99,2,2019-11-18,151.98
male,64,america,fashion,wallet,17.35,1,2017-06-19,17.35
male,21,america,gaming,pes,35.00,2,2017-01-16,70
female,39,colombia,health,pastes,27.50,3,2017-10-19,82.5
female,79,spain,grocery,tea,10.00,7,2019-12-24,70
male,77,netherland,appliances,lighting,100.00,2,2019-03-30,200
female,41,ireland,fashion,maternity,165.00,8,2016-05-05,1320
female,80,ireland,appliances,lighting,100.00,7,2019-11-06,700
female,20,france,computing,monitors,95.00,2,2018-08-17,190
female,25,ireland,grocery,coffee,12.50,4,2016-10-08,50
female,65,nigeria,health,pastes,27.50,3,2019-09-19,82.5
male,58,netherland,appliances,freezers,120.00,5,2016-11-25,600
female,78,netherland,appliances,lighting,100.00,5,2019-10-13,500
female,60,spain,health,vitamins,35.00,4,2018-04-15,140
female,72,america,appliances,freezers,120.00,7,2017-10-05,840
male,44,colombia,gaming,pes,35.00,7,2017-08-14,245
female,46,colombia,grocery,rice,85.00,5,2017-03-10,425
female,29,america,fashion,shoes,75.99,1,2019-11-24,75.99
male,63,america,appliances,lighting,100.00,2,2019-07-04,200
male,55,colombia,appliances,freezers,120.00,9,2019-03-06,1080
male,21,france,grocery,juice,10.00,10,2019-10-25,100
male,75,france,appliances,lighting,100.00,10,2017-09-15,1000
male,75,ireland,grocery,tea,10.00,4,2018-12-04,40
male,42,ireland,grocery,pasta,8.00,9,2018-06-14,72
male,35,ireland,computing,keyboards,40.00,4,2018-06-05,160
female,47,france,fashion,swimwear,75.35,5,2018-04-12,376.75
male,52,netherland,appliances,lighting,100.00,9,2019-06-13,900
male,38,netherland,appliances,kettles,55.99,7,2017-08-18,391.93
male,21,colombia,computing,monitors,95.00,3,2019-10-20,285
female,30,ireland,appliances,lighting,100.00,5,2018-01-28,500
male,37,colombia,computing,scanners,170.00,7,2018-03-04,1190
male,69,netherland,health,drinks,7.00,2,2018-03-01,14
male,60,america,computing,printers,135.50,4,2019-01-28,542
female,32,nigeria,gaming,cod,45.00,10,2016-01-25,450
male,46,nigeria,appliances,lighting,100.00,6,2017-01-23,600
female,71,spain,computing,scanners,170.00,2,2016-02-27,340
female,55,france,computing,mice,9.00,8,2017-06-06,72
female,68,america,grocery,water,3.00,10,2017-08-29,30
female,74,nigeria,computing,ups,140.35,8,2018-09-25,1122.8
female,31,france,health,drinks,7.00,5,2016-01-10,35
male,69,spain,health,pastes,27.50,7,2019-05-05,192.5
female,25,america,fashion,maternity,165.00,4,2018-12-19,660
female,31,nigeria,computing,scanners,170.00,3,2016-11-23,510
male,34,america,gaming,uncharted,30.00,1,2017-06-12,30
male,74,france,health,vitamins,35.00,9,2019-01-09,315
female,69,netherland,appliances,lighting,100.00,5,2018-01-21,500
female,19,nigeria,grocery,coffee,12.50,4,2018-03-27,50
male,68,netherland,computing,printers,135.50,2,2017-02-14,271
male,68,america,grocery,pasta,8.00,9,2019-03-02,72
female,55,ireland,gaming,fifa,35.00,10,2019-04-29,350
male,53,france,fashion,jewellery,135.80,10,2016-02-27,1358
male,54,france,computing,mice,9.00,6,2016-03-10,54
female,78,spain,health,pastes,27.50,2,2018-04-19,55
male,28,ireland,appliances,kettles,55.99,4,2019-01-06,223.96
male,18,colombia,gaming,fifa,35.00,5,2019-10-17,175
female,59,nigeria,gaming,fallout,99.99,5,2019-08-28,499.95
male,46,netherland,gaming,gta,35.00,7,2019-09-19,245
female,59,ireland,fashion,swimwear,75.35,4,2017-11-20,301.4
male,35,france,fashion,bag,65.99,5,2017-04-27,329.95
male,34,america,grocery,coffee,12.50,7,2019-12-27,87.5
female,54,spain,appliances,lighting,100.00,3,2018-11-19,300
female,42,france,fashion,swimwear,75.35,3,2017-02-27,226.05
female,25,colombia,appliances,dishwashers,90.00,5,2017-07-22,450
male,44,nigeria,gaming,uncharted,30.00,7,2019-12-13,210
female,44,spain,fashion,bag,65.99,1,2016-11-04,65.99
